Gender,Match,Age,StudyField,Race,ImpRace,ImpRelig,From,Income,Goal,FreqDate,FreqGoOut,CareerField,Sports,Exercise,Dining,Art,Gaming,Clubbing,Reading,Tv,Movies,Concerts,Music,Shopping,Yoga,ExpectHappy,ExpectNum,DesireAttr,DesireSinc,DesireIntel,DesireFun,DesireAmb,DesireShar,YourAttr,YourSinc,YourIntel,YourFun,YourAmb
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,1,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,1,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,24.0,Law,Caucasian,2.0,5.0,Alabama,"65,929.00",FunNightOut,OneAMonth,SeveralAWeek,,3.0,7.0,10.0,6.0,5.0,8.0,10.0,1.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,8.0,10.0,3.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,25.0,Math,Caucasian,8.0,4.0,Connecticut,,Other,OnceAWeek,SeveralAWeek,,3.0,7.0,8.0,5.0,4.0,5.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,9.0,8.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,1,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,1,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,23.0,Law,Caucasian,1.0,1.0,Texas,"37,754.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,1.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,9.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,1,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,1,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,21.0,Law,Caucasian,8.0,1.0,Bowdoin College,"86,340.00",MeetNewPeople,TwiceAMonth,SeveralAWeek,Lawyer,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,10.0,6.0,8.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,1,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,1,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,23.0,Law,Asian,1.0,1.0,MD,"60,304.00",FunNightOut,OnceAWeek,SeveralAWeek,Lawyer,10.0,9.0,7.0,7.0,2.0,6.0,9.0,2.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,9.0,8.0,5.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,1,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,1,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,22.0,Law,Asian,2.0,4.0,Southern California,"54,620.00",FunNightOut,OneAMonth,SeveralAWeek,Lawyer,5.0,4.0,10.0,10.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,7.0
Female,0,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,0,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
Female,1,25.0,PoliticalScience,Caucasian,1.0,1.0,"London, England",,FunNightOut,OneAMonth,SeveralAWeek,CreativeArts/Entertainment,2.0,1.0,10.0,9.0,2.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7.0,4.0,8.0,8.0,8.0
